transaction_id,sender_account,receiver_account,sender_customer_id,amount,transaction_type,transaction_time,hour_of_day,location,is_new_beneficiary,is_high_risk_country,is_suspicious
TXN-10451,ACC-50095,ACC-50005,CUST-1095,5734.06,CASH_DEPOSIT,2026-08-06 00:52:00,16,"Mumbai, IN",1,0,0
TXN-10490,ACC-50084,ACC-50060,CUST-1084,2977.72,TRANSFER,2026-08-11 14:00:00,6,"Bangalore, IN",1,0,0
TXN-11916,ACC-50127,ACC-50016,CUST-1127,4845.12,TRANSFER,2026-08-03 16:08:00,8,"Mumbai, IN",0,0,0
TXN-11143,ACC-50024,ACC-50043,CUST-1024,11246.43,TRANSFER,2026-08-07 19:02:00,11,"Mumbai, IN",0,0,0
TXN-11697,ACC-50049,ACC-50027,CUST-1049,7937.52,TRANSFER,2026-08-05 21:13:00,13,"Mumbai, IN",1,0,0
TXN-11111,ACC-50139,ACC-50066,CUST-1139,33929.85,CASH_DEPOSIT,2026-08-05 14:49:00,6,"Delhi, IN",1,0,0
TXN-12380,ACC-50047,ACC-50006,CUST-1047,146937.97,WIRE,2026-08-08 09:03:00,1,"Dubai, AE",1,1,1
TXN-11475,ACC-50088,ACC-50018,CUST-1088,18839.57,TRANSFER,2026-08-11 03:38:00,19,"Delhi, IN",0,0,0
TXN-11487,ACC-50071,ACC-50020,CUST-1071,10432.25,TRANSFER,2026-08-03 20:58:00,12,"Mumbai, IN",0,0,0
TXN-11713,ACC-50119,ACC-50058,CUST-1119,10669.4,TRANSFER,2026-08-07 04:23:00,20,"Mumbai, IN",0,0,0
TXN-11820,ACC-50014,ACC-50136,CUST-1014,9630.78,CASH_DEPOSIT,2026-08-02 15:12:00,7,"Bangalore, IN",0,0,0
TXN-12079,ACC-50111,ACC-50010,CUST-1111,7692.82,TRANSFER,2026-08-11 04:46:00,20,"Mumbai, IN",1,0,0
TXN-11849,ACC-50086,ACC-50083,CUST-1086,14164.34,TRANSFER,2026-08-10 02:08:00,18,"Mumbai, IN",0,0,0
TXN-11732,ACC-50102,ACC-50025,CUST-1102,14000.18,TRANSFER,2026-08-06 01:23:00,17,"Mumbai, IN",0,0,0
TXN-11792,ACC-50138,ACC-50091,CUST-1138,2353.66,CASH_DEPOSIT,2026-08-03 16:44:00,8,"Bangalore, IN",0,0,0
TXN-10327,ACC-50017,ACC-50105,CUST-1017,87370.47,CASH_DEPOSIT,2026-08-12 05:08:00,21,"Mumbai, IN",0,0,0
TXN-10442,ACC-50146,ACC-50060,CUST-1146,14443.66,CASH_DEPOSIT,2026-08-03 05:19:00,21,"Bangalore, IN",0,0,0
TXN-11592,ACC-50094,ACC-50064,CUST-1094,12607.16,TRANSFER,2026-08-02 06:58:00,22,"Mumbai, IN",0,0,0
TXN-11381,ACC-50130,ACC-50064,CUST-1130,11719.79,TRANSFER,2026-08-11 03:18:00,19,"Bangalore, IN",0,0,0
TXN-10832,ACC-50075,ACC-50040,CUST-1075,44563.39,TRANSFER,2026-08-09 19:36:00,11,"Mumbai, IN",1,0,0
TXN-12467,ACC-59901,ACC-59902,CUST-9000,880135.7,WIRE,2026-08-04 09:40:00,1,"George Town, KY",1,1,1
TXN-11891,ACC-50102,ACC-50093,CUST-1102,11053.59,TRANSFER,2026-08-11 14:27:00,6,"Mumbai, IN",0,0,0
TXN-11310,ACC-50038,ACC-50047,CUST-1038,37459.44,TRANSFER,2026-08-04 05:47:00,21,"Mumbai, IN",0,0,0
TXN-10086,ACC-50038,ACC-50039,CUST-1038,27431.25,TRANSFER,2026-08-04 23:05:00,15,"Mumbai, IN",1,0,0
TXN-12440,ACC-59902,ACC-59903,CUST-9001,928122.41,WIRE,2026-08-03 12:59:00,4,"George Town, KY",1,1,1
TXN-10777,ACC-50120,ACC-50116,CUST-1120,41971.47,TRANSFER,2026-08-09 06:57:00,22,"Mumbai, IN",1,0,0
TXN-12426,ACC-59904,ACC-59901,CUST-9003,1157893.09,WIRE,2026-08-03 11:31:00,3,"George Town, KY",1,1,1
TXN-10054,ACC-50113,ACC-50130,CUST-1113,95446.45,CASH_DEPOSIT,2026-08-10 03:53:00,19,"Bangalore, IN",1,0,0
TXN-11875,ACC-50022,ACC-50019,CUST-1022,5957.59,TRANSFER,2026-08-01 14:46:00,6,"Bangalore, IN",0,0,0
TXN-11287,ACC-50109,ACC-50062,CUST-1109,18674.73,CASH_DEPOSIT,2026-08-12 04:58:00,20,"Mumbai, IN",0,0,0
TXN-11731,ACC-50122,ACC-50065,CUST-1122,5967.82,TRANSFER,2026-08-09 06:07:00,22,"Mumbai, IN",1,0,0
TXN-11801,ACC-50030,ACC-50018,CUST-1030,5758.21,TRANSFER,2026-08-07 16:33:00,8,"Mumbai, IN",0,0,0
TXN-11245,ACC-50118,ACC-50125,CUST-1118,5629.3,TRANSFER,2026-08-01 15:22:00,7,"Mumbai, IN",0,0,0
TXN-10113,ACC-50136,ACC-50097,CUST-1136,53480.75,TRANSFER,2026-08-09 00:40:00,16,"Mumbai, IN",0,0,0
TXN-12341,ACC-50131,ACC-50010,CUST-1131,61329.17,WIRE,2026-08-03 09:28:00,1,"Dubai, AE",1,1,1
TXN-10987,ACC-50027,ACC-50112,CUST-1027,19722.54,TRANSFER,2026-08-07 14:00:00,6,"Mumbai, IN",1,0,0
TXN-12261,ACC-50100,ACC-50093,CUST-1100,147203.74,WIRE,2026-08-08 18:34:00,10,"Delhi, IN",1,0,1
TXN-12073,ACC-50082,ACC-50116,CUST-1082,9664.88,TRANSFER,2026-08-06 18:52:00,10,"Delhi, IN",0,0,0
TXN-11009,ACC-50039,ACC-50094,CUST-1039,4694.63,TRANSFER,2026-08-04 00:52:00,16,"Delhi, IN",1,0,0
TXN-11198,ACC-50108,ACC-50081,CUST-1108,5461.11,TRANSFER,2026-08-12 01:51:00,17,"Mumbai, IN",0,0,0
TXN-10589,ACC-50112,ACC-50002,CUST-1112,7114.02,TRANSFER,2026-08-11 20:54:00,12,"Mumbai, IN",0,0,0
TXN-10768,ACC-50035,ACC-50049,CUST-1035,35495.17,CASH_DEPOSIT,2026-08-07 02:53:00,18,"Mumbai, IN",0,0,0
TXN-10017,ACC-50140,ACC-50025,CUST-1140,56074.73,TRANSFER,2026-08-09 15:41:00,7,"Mumbai, IN",0,0,0
TXN-11042,ACC-50102,ACC-50011,CUST-1102,16367.15,CASH_DEPOSIT,2026-08-02 05:55:00,21,"Mumbai, IN",1,0,0
TXN-12040,ACC-50037,ACC-50144,CUST-1037,19932.19,TRANSFER,2026-08-01 22:03:00,14,"Mumbai, IN",0,0,0
TXN-10285,ACC-50088,ACC-50098,CUST-1088,8480.8,CASH_DEPOSIT,2026-08-08 06:20:00,22,"Mumbai, IN",1,0,0
TXN-10428,ACC-50027,ACC-50000,CUST-1027,9934.82,TRANSFER,2026-08-08 15:24:00,7,"Mumbai, IN",0,0,0
TXN-11921,ACC-50122,ACC-50010,CUST-1122,5346.05,TRANSFER,2026-08-04 15:14:00,7,"Mumbai, IN",0,0,0
TXN-11356,ACC-50074,ACC-50108,CUST-1074,3758.61,TRANSFER,2026-08-08 20:14:00,12,"Mumbai, IN",0,0,0
TXN-10669,ACC-50024,ACC-50009,CUST-1024,10583.98,TRANSFER,2026-08-04 04:22:00,20,"Mumbai, IN",0,0,0
TXN-10031,ACC-50064,ACC-50013,CUST-1064,3463.42,CASH_DEPOSIT,2026-08-07 16:40:00,8,"Mumbai, IN",0,0,0
TXN-10722,ACC-50041,ACC-50073,CUST-1041,4876.77,CASH_DEPOSIT,2026-08-10 19:29:00,11,"Mumbai, IN",0,0,0
TXN-10951,ACC-50066,ACC-50038,CUST-1066,2644.25,TRANSFER,2026-08-03 16:23:00,8,"Mumbai, IN",1,0,0
TXN-11764,ACC-50052,ACC-50114,CUST-1052,49602.18,CASH_DEPOSIT,2026-08-05 18:43:00,10,"Mumbai, IN",0,0,0
TXN-10214,ACC-50067,ACC-50066,CUST-1067,55498.97,CASH_DEPOSIT,2026-08-11 04:13:00,20,"Mumbai, IN",1,0,0
TXN-11789,ACC-50037,ACC-50003,CUST-1037,27080.33,TRANSFER,2026-08-01 23:15:00,15,"Mumbai, IN",1,0,0
TXN-11164,ACC-50143,ACC-50123,CUST-1143,7150.35,TRANSFER,2026-08-03 16:21:00,8,"Mumbai, IN",0,0,0
TXN-10326,ACC-50139,ACC-50046,CUST-1139,27958.39,TRANSFER,2026-08-08 14:46:00,6,"Mumbai, IN",0,0,0
TXN-10560,ACC-50042,ACC-50132,CUST-1042,5407.37,TRANSFER,2026-08-03 18:28:00,10,"Mumbai, IN",0,0,0
TXN-11086,ACC-50017,ACC-50088,CUST-1017,81714.63,TRANSFER,2026-08-08 20:42:00,12,"Mumbai, IN",1,0,0
TXN-11830,ACC-50029,ACC-50041,CUST-1029,5585.7,TRANSFER,2026-08-04 05:04:00,21,"Mumbai, IN",0,0,0
TXN-10341,ACC-50125,ACC-50136,CUST-1125,4671.35,TRANSFER,2026-08-08 00:38:00,16,"Mumbai, IN",0,0,0
TXN-10147,ACC-50141,ACC-50055,CUST-1141,3787.55,CASH_DEPOSIT,2026-08-05 03:28:00,19,"Mumbai, IN",1,0,0
TXN-11840,ACC-50104,ACC-50133,CUST-1104,5132.99,TRANSFER,2026-08-03 14:39:00,6,"Delhi, IN",0,0,0
TXN-11107,ACC-50045,ACC-50114,CUST-1045,5255.62,TRANSFER,2026-08-11 21:16:00,13,"Mumbai, IN",0,0,0
TXN-10848,ACC-50048,ACC-50118,CUST-1048,10744.85,TRANSFER,2026-08-07 16:05:00,8,"Mumbai, IN",0,0,0
TXN-10966,ACC-50119,ACC-50111,CUST-1119,12806.09,TRANSFER,2026-08-08 17:57:00,9,"Mumbai, IN",1,0,0
TXN-11072,ACC-50084,ACC-50079,CUST-1084,5804.76,TRANSFER,2026-08-11 16:40:00,8,"Mumbai, IN",1,0,0
TXN-10155,ACC-50069,ACC-50080,CUST-1069,7814.26,TRANSFER,2026-08-02 00:22:00,16,"Bangalore, IN",1,0,0
TXN-12141,ACC-50074,ACC-50105,CUST-1074,9202.24,WIRE,2026-08-10 17:41:00,9,"Mumbai, IN",1,0,1
TXN-12110,ACC-50027,ACC-50123,CUST-1027,13771.27,CASH_DEPOSIT,2026-08-06 15:30:00,7,"Mumbai, IN",0,0,0
TXN-11002,ACC-50051,ACC-50040,CUST-1051,3794.49,CASH_DEPOSIT,2026-08-08 05:06:00,21,"Mumbai, IN",0,0,0
TXN-11844,ACC-50125,ACC-50064,CUST-1125,5923.66,CASH_DEPOSIT,2026-08-09 01:40:00,17,"Mumbai, IN",1,0,0
TXN-12092,ACC-50130,ACC-50031,CUST-1130,11979.85,CASH_DEPOSIT,2026-08-11 05:42:00,21,"Mumbai, IN",0,0,0
TXN-11848,ACC-50107,ACC-50106,CUST-1107,25003.96,CASH_DEPOSIT,2026-08-09 04:46:00,20,"Delhi, IN",0,0,0
TXN-12209,ACC-50117,ACC-50054,CUST-1117,9184.95,CASH_DEPOSIT,2026-08-04 14:49:00,6,"Delhi, IN",1,0,1
TXN-12352,ACC-50131,ACC-50108,CUST-1131,171247.79,WIRE,2026-08-06 11:34:00,3,"George Town, KY",1,1,1
TXN-11203,ACC-50053,ACC-50058,CUST-1053,13017.29,CASH_DEPOSIT,2026-08-03 15:59:00,7,"Mumbai, IN",0,0,0
TXN-11632,ACC-50115,ACC-50129,CUST-1115,34782.55,TRANSFER,2026-08-09 01:49:00,17,"Mumbai, IN",0,0,0
TXN-12345,ACC-50091,ACC-50134,CUST-1091,58989.99,WIRE,2026-08-02 11:11:00,3,"Panama City, PA",1,1,1
TXN-11393,ACC-50100,ACC-50076,CUST-1100,15888.17,TRANSFER,2026-08-12 04:31:00,20,"Bangalore, IN",0,0,0
TXN-12351,ACC-50131,ACC-50024,CUST-1131,75896.54,WIRE,2026-08-03 12:07:00,4,"George Town, KY",1,1,1
TXN-12288,ACC-50009,ACC-50023,CUST-1009,325129.57,WIRE,2026-08-05 14:25:00,6,"Delhi, IN",1,0,1
TXN-11980,ACC-50134,ACC-50068,CUST-1134,6323.5,TRANSFER,2026-08-06 06:00:00,22,"Mumbai, IN",0,0,0
TXN-12242,ACC-50012,ACC-50042,CUST-1012,266131.02,WIRE,2026-08-06 03:04:00,19,"Mumbai, IN",1,1,1
TXN-10938,ACC-50071,ACC-50037,CUST-1071,14732.14,CASH_DEPOSIT,2026-08-07 01:30:00,17,"Mumbai, IN",0,0,0
TXN-12244,ACC-50022,ACC-50034,CUST-1022,145877.39,WIRE,2026-08-03 18:22:00,10,"Dubai, AE",1,0,1
TXN-10346,ACC-50080,ACC-50116,CUST-1080,2782.12,TRANSFER,2026-08-06 15:55:00,7,"Mumbai, IN",0,0,0
TXN-12084,ACC-50061,ACC-50102,CUST-1061,6258.41,TRANSFER,2026-08-01 14:27:00,6,"Delhi, IN",1,0,0
TXN-12474,ACC-59904,ACC-59901,CUST-9003,925564.58,WIRE,2026-08-01 09:11:00,1,"George Town, KY",1,1,1
TXN-11418,ACC-50149,ACC-50000,CUST-1149,14086.68,CASH_DEPOSIT,2026-08-05 05:55:00,21,"Mumbai, IN",0,0,0
TXN-10385,ACC-50147,ACC-50019,CUST-1147,6088.65,CASH_DEPOSIT,2026-08-10 05:29:00,21,"Mumbai, IN",0,0,0
TXN-11580,ACC-50149,ACC-50078,CUST-1149,17803.99,CASH_DEPOSIT,2026-08-08 01:39:00,17,"Mumbai, IN",0,0,0
TXN-12097,ACC-50058,ACC-50127,CUST-1058,31368.27,TRANSFER,2026-08-07 04:24:00,20,"Mumbai, IN",0,0,0
TXN-10243,ACC-50106,ACC-50078,CUST-1106,11103.47,CASH_DEPOSIT,2026-08-08 14:38:00,6,"Bangalore, IN",0,0,0
TXN-11622,ACC-50140,ACC-50100,CUST-1140,65008.73,TRANSFER,2026-08-08 20:58:00,12,"Mumbai, IN",1,0,0
TXN-10936,ACC-50044,ACC-50055,CUST-1044,58921.32,CASH_DEPOSIT,2026-08-07 22:28:00,14,"Mumbai, IN",1,0,0
TXN-12221,ACC-50015,ACC-50049,CUST-1015,9192.1,WIRE,2026-08-03 16:18:00,8,"Delhi, IN",1,0,1
TXN-10312,ACC-50019,ACC-50088,CUST-1019,3102.08,TRANSFER,2026-08-07 02:49:00,18,"Mumbai, IN",1,0,0
TXN-12439,ACC-59901,ACC-59902,CUST-9000,1027410.67,WIRE,2026-08-06 10:37:00,2,"George Town, KY",1,1,1
TXN-11524,ACC-50038,ACC-50001,CUST-1038,23969.14,CASH_DEPOSIT,2026-08-12 01:43:00,17,"Mumbai, IN",1,0,0
TXN-11332,ACC-50093,ACC-50132,CUST-1093,30526.33,TRANSFER,2026-08-03 00:23:00,16,"Mumbai, IN",1,0,0
TXN-10968,ACC-50072,ACC-50046,CUST-1072,5187.84,CASH_DEPOSIT,2026-08-09 19:47:00,11,"Mumbai, IN",0,0,0
TXN-10660,ACC-50018,ACC-50078,CUST-1018,6600.01,TRANSFER,2026-08-09 16:13:00,8,"Mumbai, IN",0,0,0
TXN-10935,ACC-50080,ACC-50085,CUST-1080,5845.86,CASH_DEPOSIT,2026-08-05 02:51:00,18,"Mumbai, IN",0,0,0
TXN-10370,ACC-50135,ACC-50145,CUST-1135,31522.04,TRANSFER,2026-08-11 14:39:00,6,"Mumbai, IN",0,0,0
TXN-10566,ACC-50124,ACC-50123,CUST-1124,100849.55,CASH_DEPOSIT,2026-08-03 14:32:00,6,"Mumbai, IN",0,0,0
TXN-11957,ACC-50053,ACC-50139,CUST-1053,14118.79,TRANSFER,2026-08-04 17:52:00,9,"Mumbai, IN",0,0,0
TXN-10824,ACC-50064,ACC-50086,CUST-1064,4961.67,TRANSFER,2026-08-03 04:02:00,20,"Mumbai, IN",0,0,0
TXN-10982,ACC-50145,ACC-50012,CUST-1145,4557.58,TRANSFER,2026-08-01 16:58:00,8,"Mumbai, IN",1,0,0
TXN-11979,ACC-50034,ACC-50101,CUST-1034,5906.77,TRANSFER,2026-08-01 14:23:00,6,"Mumbai, IN",0,0,0
TXN-11477,ACC-50110,ACC-50123,CUST-1110,8491.69,TRANSFER,2026-08-04 23:50:00,15,"Mumbai, IN",0,0,0
TXN-12148,ACC-50134,ACC-50015,CUST-1134,9662.41,CASH_DEPOSIT,2026-08-03 16:39:00,8,"Mumbai, IN",1,0,1
TXN-10813,ACC-50029,ACC-50128,CUST-1029,6325.49,CASH_DEPOSIT,2026-08-04 21:04:00,13,"Mumbai, IN",1,0,0
TXN-10778,ACC-50090,ACC-50075,CUST-1090,6976.09,TRANSFER,2026-08-01 23:10:00,15,"Bangalore, IN",0,0,0
TXN-11320,ACC-50144,ACC-50123,CUST-1144,3683.03,TRANSFER,2026-08-06 15:03:00,7,"Mumbai, IN",0,0,0
TXN-11521,ACC-50142,ACC-50061,CUST-1142,5409.72,CASH_DEPOSIT,2026-08-06 23:07:00,15,"Mumbai, IN",0,0,0
TXN-11052,ACC-50010,ACC-50000,CUST-1010,9170.44,CASH_DEPOSIT,2026-08-11 04:53:00,20,"Mumbai, IN",0,0,0
TXN-11813,ACC-50039,ACC-50087,CUST-1039,6681.55,TRANSFER,2026-08-12 04:59:00,20,"Delhi, IN",0,0,0
TXN-11013,ACC-50007,ACC-50114,CUST-1007,3164.09,TRANSFER,2026-08-01 18:49:00,10,"Mumbai, IN",0,0,0
TXN-11401,ACC-50019,ACC-50020,CUST-1019,15707.86,TRANSFER,2026-08-05 05:03:00,21,"Mumbai, IN",1,0,0
TXN-11709,ACC-50028,ACC-50121,CUST-1028,4412.53,CASH_DEPOSIT,2026-08-02 18:56:00,10,"Bangalore, IN",1,0,0
TXN-12071,ACC-50053,ACC-50122,CUST-1053,12900.72,CASH_DEPOSIT,2026-08-03 15:23:00,7,"Mumbai, IN",0,0,0
TXN-11753,ACC-50117,ACC-50028,CUST-1117,5769.63,TRANSFER,2026-08-05 17:35:00,9,"Delhi, IN",1,0,0
TXN-10126,ACC-50135,ACC-50128,CUST-1135,27420.39,CASH_DEPOSIT,2026-08-03 22:53:00,14,"Delhi, IN",0,0,0
TXN-10887,ACC-50019,ACC-50004,CUST-1019,15782.36,TRANSFER,2026-08-08 05:48:00,21,"Mumbai, IN",0,0,0
TXN-12029,ACC-50034,ACC-50000,CUST-1034,5606.44,CASH_DEPOSIT,2026-08-09 23:29:00,15,"Mumbai, IN",1,0,0
TXN-11347,ACC-50067,ACC-50134,CUST-1067,37846.21,TRANSFER,2026-08-03 14:28:00,6,"Mumbai, IN",0,0,0
TXN-11007,ACC-50027,ACC-50026,CUST-1027,17862.23,TRANSFER,2026-08-02 15:32:00,7,"Mumbai, IN",0,0,0
TXN-10355,ACC-50082,ACC-50074,CUST-1082,3725.23,TRANSFER,2026-08-05 23:36:00,15,"Bangalore, IN",0,0,0
TXN-11003,ACC-50142,ACC-50012,CUST-1142,17900.82,CASH_DEPOSIT,2026-08-05 14:22:00,6,"Mumbai, IN",0,0,0
TXN-10682,ACC-50037,ACC-50113,CUST-1037,24285.28,TRANSFER,2026-08-04 15:59:00,7,"Mumbai, IN",0,0,0
TXN-10827,ACC-50083,ACC-50058,CUST-1083,4444.08,TRANSFER,2026-08-07 17:15:00,9,"Mumbai, IN",0,0,0
TXN-11491,ACC-50098,ACC-50114,CUST-1098,29615.26,CASH_DEPOSIT,2026-08-04 15:14:00,7,"Mumbai, IN",1,0,0
TXN-10984,ACC-50128,ACC-50004,CUST-1128,39897.64,CASH_DEPOSIT,2026-08-11 17:47:00,9,"Mumbai, IN",0,0,0
TXN-11233,ACC-50032,ACC-50037,CUST-1032,5882.87,TRANSFER,2026-08-06 02:36:00,18,"Bangalore, IN",0,0,0
TXN-12121,ACC-50087,ACC-50052,CUST-1087,7082.56,TRANSFER,2026-08-04 04:09:00,20,"Mumbai, IN",0,0,0
TXN-10140,ACC-50033,ACC-50003,CUST-1033,7176.72,TRANSFER,2026-08-05 01:50:00,17,"Mumbai, IN",0,0,0
TXN-10217,ACC-50040,ACC-50045,CUST-1040,34111.8,TRANSFER,2026-08-05 01:32:00,17,"Mumbai, IN",0,0,0
TXN-12048,ACC-50016,ACC-50042,CUST-1016,2411.29,TRANSFER,2026-08-08 15:16:00,7,"Mumbai, IN",0,0,0
TXN-11654,ACC-50106,ACC-50005,CUST-1106,9085.43,TRANSFER,2026-08-08 23:35:00,15,"Mumbai, IN",0,0,0
TXN-12218,ACC-50074,ACC-50147,CUST-1074,9786.86,WIRE,2026-08-10 06:18:00,22,"Delhi, IN",1,0,1
TXN-11700,ACC-50106,ACC-50068,CUST-1106,10324.88,CASH_DEPOSIT,2026-08-05 21:59:00,13,"Delhi, IN",0,0,0
TXN-11453,ACC-50002,ACC-50149,CUST-1002,6781.52,TRANSFER,2026-08-11 23:02:00,15,"Bangalore, IN",1,0,0
TXN-10022,ACC-50014,ACC-50131,CUST-1014,6530.27,TRANSFER,2026-08-03 16:54:00,8,"Mumbai, IN",0,0,0
TXN-10711,ACC-50100,ACC-50106,CUST-1100,11642.97,TRANSFER,2026-08-02 00:28:00,16,"Mumbai, IN",0,0,0
TXN-11157,ACC-50016,ACC-50126,CUST-1016,3869.87,TRANSFER,2026-08-01 16:12:00,8,"Mumbai, IN",0,0,0
TXN-11684,ACC-50051,ACC-50094,CUST-1051,3818.32,TRANSFER,2026-08-11 15:25:00,7,"Bangalore, IN",0,0,0
TXN-10871,ACC-50145,ACC-50035,CUST-1145,4790.62,CASH_DEPOSIT,2026-08-07 20:11:00,12,"Mumbai, IN",0,0,0
TXN-11461,ACC-50060,ACC-50026,CUST-1060,14905.15,CASH_DEPOSIT,2026-08-07 19:46:00,11,"Mumbai, IN",0,0,0
TXN-10010,ACC-50030,ACC-50064,CUST-1030,5757.48,TRANSFER,2026-08-06 21:04:00,13,"Mumbai, IN",0,0,0
TXN-11740,ACC-50040,ACC-50025,CUST-1040,59838.51,TRANSFER,2026-08-04 14:22:00,6,"Mumbai, IN",0,0,0
TXN-12356,ACC-50091,ACC-50015,CUST-1091,67457.5,WIRE,2026-08-02 09:28:00,1,"George Town, KY",1,1,1
TXN-12323,ACC-50147,ACC-50127,CUST-1147,115009.16,WIRE,2026-08-04 07:07:00,23,"George Town, KY",1,0,1
TXN-11315,ACC-50102,ACC-50014,CUST-1102,13086.45,TRANSFER,2026-08-03 21:25:00,13,"Bangalore, IN",0,0,0
TXN-10754,ACC-50084,ACC-50083,CUST-1084,7255.1,TRANSFER,2026-08-02 04:31:00,20,"Mumbai, IN",0,0,0
TXN-10626,ACC-50083,ACC-50122,CUST-1083,4171.67,CASH_DEPOSIT,2026-08-10 04:55:00,20,"Mumbai, IN",0,0,0
TXN-11728,ACC-50102,ACC-50050,CUST-1102,11802.38,TRANSFER,2026-08-07 20:49:00,12,"Mumbai, IN",0,0,0
TXN-11468,ACC-50128,ACC-50090,CUST-1128,55259.45,TRANSFER,2026-08-10 01:39:00,17,"Delhi, IN",1,0,0
TXN-10129,ACC-50116,ACC-50094,CUST-1116,17517.86,TRANSFER,2026-08-07 22:37:00,14,"Mumbai, IN",0,0,0
TXN-10843,ACC-50010,ACC-50094,CUST-1010,10222.48,TRANSFER,2026-08-12 01:11:00,17,"Mumbai, IN",0,0,0
TXN-10323,ACC-50084,ACC-50113,CUST-1084,4382.18,TRANSFER,2026-08-12 00:27:00,16,"Mumbai, IN",0,0,0
TXN-12156,ACC-50074,ACC-50029,CUST-1074,9777.11,CASH_DEPOSIT,2026-08-01 13:57:00,5,"Mumbai, IN",1,0,1
TXN-11448,ACC-50076,ACC-50104,CUST-1076,5605.6,TRANSFER,2026-08-05 05:11:00,21,"Mumbai, IN",1,0,0
TXN-11284,ACC-50037,ACC-50123,CUST-1037,36350.87,CASH_DEPOSIT,2026-08-03 16:31:00,8,"Mumbai, IN",0,0,0
TXN-12421,ACC-50047,ACC-50041,CUST-1047,179808.16,WIRE,2026-08-07 10:45:00,2,"Panama City, PA",1,1,1
TXN-10014,ACC-50110,ACC-50090,CUST-1110,10290.2,TRANSFER,2026-08-09 03:26:00,19,"Mumbai, IN",0,0,0
TXN-12046,ACC-50010,ACC-50012,CUST-1010,14398.73,TRANSFER,2026-08-03 23:00:00,15,"Mumbai, IN",0,0,0
TXN-10215,ACC-50051,ACC-50031,CUST-1051,3590.18,CASH_DEPOSIT,2026-08-02 18:54:00,10,"Mumbai, IN",1,0,0
TXN-11624,ACC-50072,ACC-50109,CUST-1072,7088.7,CASH_DEPOSIT,2026-08-03 02:34:00,18,"Mumbai, IN",0,0,0
TXN-11937,ACC-50019,ACC-50072,CUST-1019,13678.89,CASH_DEPOSIT,2026-08-02 03:41:00,19,"Mumbai, IN",0,0,0
TXN-11182,ACC-50124,ACC-50121,CUST-1124,80694.45,CASH_DEPOSIT,2026-08-08 00:38:00,16,"Mumbai, IN",0,0,0
TXN-11650,ACC-50038,ACC-50119,CUST-1038,15742.38,TRANSFER,2026-08-10 05:13:00,21,"Mumbai, IN",1,0,0
TXN-11561,ACC-50143,ACC-50071,CUST-1143,14416.82,TRANSFER,2026-08-10 05:18:00,21,"Mumbai, IN",0,0,0
TXN-10864,ACC-50071,ACC-50050,CUST-1071,12283.09,CASH_DEPOSIT,2026-08-09 14:05:00,6,"Mumbai, IN",0,0,0
TXN-10516,ACC-50129,ACC-50098,CUST-1129,9798.54,CASH_DEPOSIT,2026-08-05 03:38:00,19,"Mumbai, IN",0,0,0
TXN-10597,ACC-50007,ACC-50124,CUST-1007,4577.32,CASH_DEPOSIT,2026-08-02 17:16:00,9,"Mumbai, IN",0,0,0
TXN-10195,ACC-50061,ACC-50108,CUST-1061,6029.08,CASH_DEPOSIT,2026-08-03 04:04:00,20,"Mumbai, IN",0,0,0
TXN-11277,ACC-50011,ACC-50137,CUST-1011,7216.3,TRANSFER,2026-08-01 21:18:00,13,"Mumbai, IN",0,0,0
TXN-10288,ACC-50065,ACC-50052,CUST-1065,5990.14,CASH_DEPOSIT,2026-08-03 00:41:00,16,"Mumbai, IN",0,0,0
TXN-10950,ACC-50022,ACC-50119,CUST-1022,6377.47,TRANSFER,2026-08-03 20:16:00,12,"Mumbai, IN",1,0,0
TXN-12350,ACC-50131,ACC-50146,CUST-1131,125487.37,WIRE,2026-08-10 10:49:00,2,"George Town, KY",1,1,1
TXN-11854,ACC-50145,ACC-50044,CUST-1145,4237.79,TRANSFER,2026-08-11 22:47:00,14,"Mumbai, IN",1,0,0
TXN-12381,ACC-50091,ACC-50120,CUST-1091,61783.66,WIRE,2026-08-01 11:02:00,3,"Dubai, AE",1,1,1
TXN-11120,ACC-50084,ACC-50146,CUST-1084,5812.19,TRANSFER,2026-08-06 04:40:00,20,"Mumbai, IN",0,0,0
TXN-11572,ACC-50035,ACC-50141,CUST-1035,11476.45,CASH_DEPOSIT,2026-08-02 03:25:00,19,"Mumbai, IN",0,0,0
TXN-10549,ACC-50140,ACC-50018,CUST-1140,29969.83,CASH_DEPOSIT,2026-08-02 23:42:00,15,"Mumbai, IN",1,0,0
TXN-10156,ACC-50017,ACC-50037,CUST-1017,128512.72,TRANSFER,2026-08-09 14:05:00,6,"Mumbai, IN",1,0,0
TXN-10419,ACC-50000,ACC-50085,CUST-1000,6689.85,CASH_DEPOSIT,2026-08-03 20:51:00,12,"Mumbai, IN",0,0,0
TXN-10922,ACC-50053,ACC-50089,CUST-1053,17911.25,TRANSFER,2026-08-05 16:41:00,8,"Delhi, IN",0,0,0
TXN-11641,ACC-50025,ACC-50098,CUST-1025,123389.82,CASH_DEPOSIT,2026-08-03 06:46:00,22,"Bangalore, IN",0,0,0
TXN-10477,ACC-50098,ACC-50001,CUST-1098,37723.42,TRANSFER,2026-08-04 15:34:00,7,"Mumbai, IN",0,0,0
